Url,Title,Text,Date,Views,Label
https://www.taiwannews.com.tw/en/news/4796805,Taiwan Legislative Speaker You Si-kun arrives in US,"TAIPEI (Taiwan News) — After a 14-hour flight, Legislative Speaker You Si-kun (游錫堃) arrived at John F. Kennedy Airport in New York, U.S., for a whirlwind two-day visit during which he will address religious freedom and meet U.S. congresssional leadership.The first item on his itinerary is attending the International Religious Freedom (IRF) Summit in Washington, D.C., where he's expected to deliver a speech. On Thursday (Feb. 2), You will attend the annual U.S. National Prayer Breakfast, according to Liberty Times.It will be a quick trip for You, as he is scheduled to depart the U.S. on Friday morning (Feb.3). He is expected to have a full workload ahead of him when he returns to Taipei, largely associated with agenda items for the newly sworn-in Cabinet.On You's Facebook page, he took the opportunity to share his thoughts about an event he attended Monday celebrating three decades of democratic reform in Taiwan. These reforms led to the dissolution of the National Assembly.You complemented politicians from both sides of the aisle who set aside their differences to work in the public interest to create a more representational democracy. Dissolution of the National Assembly is known as the second wave of democracy in Taiwan and transferred power to the Legislative Yuan.An exhibition featuring the democratic reforms during this period is on display at the Assembly Affairs Museum of the Legislative Yuan until June 30. More information is available here.",2023/2/1,688,Politics
https://www.taiwannews.com.tw/en/news/4797037,Taiwan tops Asia in 2022 Human Freedom Index,"TAIPEI (Taiwan News) — Taiwan emerged as the freest country in Asia in the 2022 Human Freedom Index (HFI), an index compiled by two think tanks, U.S.-based Cato Institute and Canada’s Fraser Institute.Now in its eighth year, the index looked at 165 countries and jurisdictions in the world with data from 2020, the latest available. It put Taiwan in 14th place, the highest in Asia, followed by Japan at 16th. South Korea, Hong Kong, and China were ranked 30th, 34th, and 152nd, respectively.The top 10 spots were Switzerland, New Zealand, Estonia, Denmark, Ireland, Sweden, Iceland, Finland, Netherlands, and Luxembourg.The rankings assess the state of human freedom based on a host of measures encompassing personal, civil, and economic freedom. A total of 83 indicators were gauged for the 2022 index, including rule of law; security and safety; movement; religion; association, assembly, and civil society; expression and information; relationships; the size of government; legal system and property rights; sound money; freedom to trade internationally; and regulation.The report found that COVID-19 dealt a blow to overall human freedom. Meanwhile, it indicated that only 13.4% of the global population was living in the top quartile of the HFI countries.The regions with the lowest levels of freedom were South Asia, sub-Saharan Africa, the Middle East, and North Africa. The highest levels were in Western Europe, North America (Canada and the United States), and Oceania.",2023/2/1,1081,Society
https://www.taiwannews.com.tw/en/news/4797083,Duck hunt comes to conclusion in southern Taiwan,"TAIPEI (Taiwan News) — One would be tempted to call it a “wild goose chase” but it was a duck that went missing with police precincts launching a massive hunt since Monday (Jan.30).Firecracker celebrations for the Jade Emperor, also known as the Lord of Heaven, startled a domesticated duck living in Meinong District, Kaohsiung, leading it to take flight and flee in the middle of the night, posing a threat to itself and traffic, per Liberty Times.Surveillance footage later spotted the duck avoiding traffic from passing scooters and cars. The runaway duck then encountered a concerned couple who quickly scooped it up in their arms and brought it home with them.Kaohsiung’s Qishan Police Department said the duck hunt began when they were contacted by a woman surnamed Hsueh (薛) in her 60s who reported her pure white call duck had recently gone missing. She was heartbroken as she had been raising her feathered companion for more than two years.Call ducks are a particular breed popular in Holland for their calm demeanor and small size. They are easily domesticated and trained, so much so that they can be used as real-life decoys for duck hunting. They are also suitable as pets.However, they may be triggered by loud noises such as recent volleys of firecrackers to celebrate the Jade Emperor on the ninth day of the Lunar New Year, a sound which emanated from one household after another in Meinong. It was this loud noise which caused Hsueh’s call duck to fly over a fence and disappear.Zhongtan Police Precinct Chief Fu Chun-yi (傅鈞詣) said Hsueh asked police for assistance to track down her duck. Police officer Kuo Wang-lin (郭旺霖) checked surveillance footage in the area and found that her duck traveled along Zhongxiao Road where it eventually encountered a concerned couple on a scooter.The policeman then checked the license plate of the scooter and made a call to the home address. A man surnamed Cheng (鄭) answered and said that he was worried the duck would be hit by a car, so he picked it up, and added he also checked if there was an anklet or other identifying marks.With no way to contact the owner, he simply took it home and began to care for it, where he was surprised how comfortable the duck was with people, leading him to speculate it was someone's pet. He struggled with how to deal with the duck until he received the call from the police.According to the pet industry, call ducks can fetch a market price between NT$5,000-20,000 (US$150-600). It makes a peculiar sound and a mature male can grow to no more than 570 grams.Police later went to Cheng's house to collect the duck and returned it to Hsueh at the Zhongtan Police Precinct. Hsueh was overjoyed after being reunited with her prized pet, profusely thanking both the police and the public for their help.",2023/2/1,2304,Society
https://www.taiwannews.com.tw/en/news/4797107,Taiwan business leader joins DPP-linked think tank,"TAIPEI (Taiwan News) — The chairman of Pegatron Corporation, known for assembling iPhones in China, has joined the board of a think tank closely associated to the Democratic Progressive Party (DPP), Bloomberg reported Wednesday (Feb. 1).The New Frontier Foundation, chaired by Vice President Lai Ching-te (賴清德), who also served as chairman of the ruling party, named Tung Tzu-hsien (童子賢) as its new vice chairman, according to the report.Pegatron was a prominent company in Taiwan’s technology sector, assembling Apple Inc. in the Chinese cities of Shanghai and Kunshan, where it held 42% of its fixed assets, while also planning to expand into India.Tung defended his position at the think tank as a form of diversification by the foundation to include opinions from outside political circles, Bloomberg reported. According to Tung, it was normal for any citizen in a democratic society to offer his views.The media outlet said the business leader’s new post could add to the “uncertainties” Apple was facing with its supply chains in China.",2023/2/1,622,Politics
https://www.taiwannews.com.tw/en/news/4797204,DPP Chairman Lai names 3 key tasks for Taiwan’s ruling party,"TAIPEI (Taiwan News) — In his first address to the Democratic Progressive Party (DPP) leadership since taking over as chairman, Vice President Lai Ching-te (賴清德) on Wednesday (Feb. 1) named the development of a blueprint for the nation’s future as one of three key tasks.Lai was elected party chairman after President Tsai Ing-wen (蔡英文) resigned following disappointing results in the Nov. 26 local elections.Addressing the DPP’s Central Executive Committee Wednesday, the new chairman called on people inside and outside the party to cooperate in designing a blueprint for the next phase of the country’s development and to reform the DPP. The efforts were needed in order to regain the trust of the public, he said.Lai described his own election and the inauguration of former Vice President Chen Chien-jen (陳建仁) as the new premier Tuesday (Jan. 31) as evidence that government and ruling party were paying attention to the concerns of the public, the Liberty Times reported.In addition to national and party reforms, Lai said the two other key tasks were backing Premier Chen’s policies, especially at the Legislative Yuan, but also supporting Tsai Pei-hui (蔡培慧), the DPP candidate in the legislative by-election in Nantou County scheduled for March 4.During the day, the DPP announced it was setting up a new media department to combat disinformation, and converting its women’s affairs department into a gender equality department.",2023/2/1,879,Politics
https://www.taiwannews.com.tw/en/news/4797216,"Taiwan car rental platform data leak exposed, government reacts","TAIPEI (Taiwan News) — An unsecured database of iRent, a car rental and carshare service run by Hotai Motor, has for the past nine months exposed users’ personal information online until a security researcher discovered the fact in January, reports said Tuesday (Jan. 31).TechCrunch reported that the cloud server contained 4.2 terabytes of user data including names, phone numbers, addresses, driver's licenses, and payment details. As the server was not password protected, the data was left open for anyone who knew its IP address to access.Furthermore, the database had been exposed since as early as May 2022. When TechCrunch contacted Hotai Motor during the Lunar New Year holiday regarding the issue, the company failed to respond.It was not until TechCrunch contacted the Ministry of Digital Affairs on Saturday (Jan. 28) that Minister Audrey Tang (唐鳳) emailed to say the Taiwan Computer Emergency Response Team / Coordination Center had been notified of the incident. According to TechCrunch, the database became inaccessible within an hour of Tang’s reply.iRent wrote in a statement later that it had blocked unauthorized access to the IP “immediately” and conducted a thorough system inspection to verify the scope of the leak. It added it would notify its customers of the data leak.The Directorate General of Highways (DGH) at the Ministry of Transportation and Communications on Wednesday (Feb. 1) wrote in a press release that it will investigate whether the company had legally required security maintenance plans and whether it reported the incident according to regulations. Additionally, it sent an inspector to iRent to audit the company’s administration for any Personal Data Protection Act violations, which could result in fines between NT$20,000 (US$670) and NT$200,000.",2023/2/1,1593,Business
https://www.taiwannews.com.tw/en/news/4797254,Czech parliament speaker expected to visit Taiwan in March,"TAIPEI (Taiwan News) — Just days after Czech President-elect Petr Pavel and President Tsai Ing-wen (蔡英文) talked to each other on the phone, the central European country’s parliamentary speaker was planning a visit to Taiwan in March, Bloomberg reported Wednesday (Feb. 1).While the two countries do not maintain official diplomatic relations, the conversation between Tsai and Pavel centered on their shared values of democracy, freedom, and human rights.The speaker of the Chamber of Deputies, Marketa Pekarova Adamova, reportedly discussed the possibility of visiting Taiwan in March with Foreign Minister Joseph Wu (吳釗燮). She would be accompanied by business leaders, city government officials, and representatives of scientific research and educational institutions, Bloomberg reported.The Czech Taiwanese Business Chamber said Adamova would fly direct from Prague to Taiwan March 25 on a special Czech government flight, per CNA. Her Asian visit would also include South Korea.According to the organization’s website, the March 27-29 visit would include the opening ceremony of a Czech Hub in Taipei, a joint meeting of the Czech-Taiwanese Business Council for Economic Cooperation, with a pop-up store for Czech brands in the Xinyi shopping district.",2023/2/1,823,Politics
https://www.taiwannews.com.tw/en/news/4797304,"'Taiwan is not China's, never will be': former Czech prime minister","TAIPEI (Taiwan News) — After China cried foul over Czech President-elect Petr Pavel’s call with President Tsai Ing-wen on Monday (Jan. 30), former Czech Prime Minister Mirek Topolanek wrote that Taiwan will never be China.On Monday, two days after winning the election in the Czech Republic, Pavel and Tsai spoke on the phone in a move that was described by Reuters as “highly unusual” and “likely to anger China.” During the election campaign, Pavel had publicly expressed his disagreement with his predecessor, Milos Zeman's China policy, advocating closer trade relations with European countries with shared democratic values.Shortly after Pavel’s plan to call Tsai was made public, the China Foreign Ministry was reported as saying it had contacted Prague regarding the matter. ""The Chinese side ... is currently seeking verification with the Czech side, (we) hope the Czech side strictly upholds the one-China principle,"" the Chinese ministry was cited as saying.On Tuesday (Jan. 31), Chinese Foreign Ministry Spokesperson Mao Ning accused Pavel of “forsaking China’s repeated dissuasion and communication.” She said, “China urges the Czech Republic to immediately take effective action to rectify the mistake in order to lessen the incident’s negative impact.”In response, Topolanek wrote on Twitter, “I condemn the condemnation of Chinese diplomacy.” He added, “I am very concerned. How long will we play the forced game on ‘one China?’ Taiwan is not China and let’s believe it never will be, just like the Republic of Korea is not the Democratic People’s Republic of Korea and Ukraine is not Russia.”",2023/2/1,2139,Politics
https://www.taiwannews.com.tw/en/news/4797305,Peach Aviation to resume Taipei - Nagoya route in March,"TAIPEI (Taiwan News) — Peach Aviaition Representative Director and CEO Mori Takeaki held the low-cost airline’s first overseas press conference in 2023 in Taipei on Wednesday (Feb. 1), announcing that the carrier will resume flights on the Taipei (Taoyuan International Airport)-Nagoya route.Mori said that the route is the first international flight route Peach will resume at Chubu Centrair International Airport, Nagoya. He added that the airline will provide one round-trip service per day.In addition, Peach’s Kaohsiung-Osaka route, suspended since March 1, 2020 due to COVID-19, will resume from Aug.1 with daily flights. The original Airbus A320 model flying the route will be replaced with the more spacious Airbus A321LR model equipped with USB sockets, the CEO said, adding that the seat pitch is increased by 5 to 10 cm to provide passengers with a more comfortable flight experience.The Japanese low-cost airline started flying to Taiwan in 2012, Yahoo News reported. During the pandemic, the airline suspended its international routes, and now routes to Taiwan the airline has resumed include those from Tokyo (Narita and Haneda airports), Osaka, and Okinawa.Peach’s Taipei-Nagoya and Kaohsiung-Osaka flight tickets will be on sale from 2 p.m. on Thursday, starting at 30% off. Tickets for other flights departing from Taiwan will start at 20% off. According to Peach, the Taipei-Nagoya one-way fare starts at NT$3,090 (US$102), and the Kaohsiung-Osaka one-way fare starts at NT$3,190.",2023/2/1,731,Business
https://www.taiwannews.com.tw/en/news/4797757,Speaker calls for defense of Taiwan's democracy at International Religious Freedom Summit,"TAIPEI (Taiwan News) — Taiwan Legislative Speaker You Si-kun (游錫堃) on Wednesday (Feb. 1) emphasized the importance of protecting Taiwan’s democracy and highlighted the nation’s strategic importance in global trade and as a key semiconductor manufacturer.
Speaking at the International Religious Freedom Summit in Washington, D.C., You said that “if Taiwan cannot be safeguarded very carefully, it will be very dangerous to global trade as well as global peace,"" per Reuters. He said if Taiwan were to fall into the hands of China, then the only democracy in the Mandarin-speaking world would be “destroyed.”

            China could seize the first island chain and become a threat to the world, he said. ""So it's very important to safeguard Taiwan, especially its democracy.""

            You also blasted Beijing's treatment of religious minorities, Reuters reported.

            Later, You did not reveal whether he would meet with any U.S. officials or House Speaker Kevin McCarthy during his trip. McCarthy has expressed interest in visiting Taiwan in April.











            The legislative speaker will attend the National Prayer Breakfast before returning to Taiwan on Feb. 3.TAIPEI (Taiwan News) — Taiwan Legislative Speaker You Si-kun (游錫堃) on Wednesday (Feb. 1) emphasized the importance of protecting Taiwan’s democracy and highlighted the nation’s strategic importance in global trade and as a key semiconductor manufacturer.Speaking at the International Religious Freedom Summit in Washington, D.C., You said that “if Taiwan cannot be safeguarded very carefully, it will be very dangerous to global trade as well as global peace,"" per Reuters. He said if Taiwan were to fall into the hands of China, then the only democracy in the Mandarin-speaking world would be “destroyed.”China could seize the first island chain and become a threat to the world, he said. ""So it's very important to safeguard Taiwan, especially its democracy.""You also blasted Beijing's treatment of religious minorities, Reuters reported.Later, You did not reveal whether he would meet with any U.S. officials or House Speaker Kevin McCarthy during his trip. McCarthy has expressed interest in visiting Taiwan in April.The legislative speaker will attend the National Prayer Breakfast before returning to Taiwan on Feb. 3.",2023/2/2,557,Politics
